tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn_Probability,Risk_Category,Retention_Recommendation
17,89.15,1496.9,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.45,70.45,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,75.65,302.35,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,90.7,1374.9,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
17,80.5,1336.9,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,78.5,242.05,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,79.9,260.9,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,98.5,1037.75,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,100.25,100.25,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,88.45,1422.1,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.85,69.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
12,81.7,858.6,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,79.9,324.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.4,69.4,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,74.9,541.15,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.35,70.35,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,84.3,235.05,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.1,70.1,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
12,78.3,909.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
17,94.4,1617.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,84.3,84.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,83.2,1130.0,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
11,99.55,1131.2,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
8,81.25,585.95,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,75.3,720.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,73.75,956.65,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,79.35,661.25,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,79.75,1111.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.35,69.35,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,85.8,272.2,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,80.55,80.55,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
12,84.5,916.9,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
17,92.7,1556.85,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,67.75,116.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,80.05,830.7,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,85.05,85.05,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,99.95,547.65,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,94.75,422.4,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,79.65,251.75,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
8,94.7,740.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
8,74.05,600.15,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,92.5,452.7,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,75.55,166.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.0,70.0,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.7,70.7,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,70.3,144.0,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,86.2,1270.2,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,74.9,321.75,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,74.9,147.15,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,99.85,990.9,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,94.2,193.8,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,83.85,790.15,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,100.7,1522.7,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,78.95,494.95,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,74.35,74.35,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
12,84.6,959.9,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,104.1,541.9,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
11,79.0,929.3,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,94.65,1285.05,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,76.5,162.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,80.85,302.75,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,78.95,78.95,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,79.4,244.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,68.95,351.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,70.05,657.5,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,78.75,426.35,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,71.1,71.1,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,94.0,94.0,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,89.85,1424.95,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
8,105.5,829.55,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,81.0,1312.15,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.8,69.8,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,73.75,545.15,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,69.15,488.65,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,93.9,486.85,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,70.4,204.7,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,70.95,137.95,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,80.55,1248.9,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,104.4,1081.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,84.05,333.55,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,74.7,74.7,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,90.8,455.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,79.55,151.75,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,103.45,1539.8,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
17,89.4,1539.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,74.45,1261.35,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,81.0,340.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,91.65,365.4,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,100.2,198.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,90.85,90.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.4,69.4,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
8,94.45,742.95,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,93.8,1261.0,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
12,79.55,958.25,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,75.1,552.95,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
11,74.35,834.2,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
14,95.6,1273.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.3,70.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,69.8,377.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,85.55,851.75,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,94.5,575.45,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,101.5,906.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
12,89.15,1057.55,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,85.35,1375.15,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,79.65,152.7,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,79.6,195.05,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,79.95,1267.95,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,75.85,724.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,75.35,338.1,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,75.35,75.35,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,95.7,1451.1,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,94.7,673.1,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,77.0,237.75,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,75.3,75.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
17,106.65,1672.1,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
8,73.5,632.2,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.4,70.4,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,75.65,399.45,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,75.3,1147.45,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
11,94.0,1078.9,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,81.9,1028.9,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,80.2,1217.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,72.6,154.3,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,89.25,89.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
11,86.2,893.2,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
17,104.2,1743.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,76.25,684.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,74.35,74.35,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.65,69.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,80.8,713.1,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,80.3,526.7,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
8,84.9,764.95,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
17,92.55,1614.7,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,73.55,145.4,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,96.2,639.7,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,98.75,1587.55,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
8,101.15,842.9,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,81.15,784.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,79.75,164.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
12,94.55,1173.55,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,69.05,318.5,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,90.1,521.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,89.3,577.6,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,95.2,292.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
8,74.5,609.9,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,79.65,79.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,80.05,80.05,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,70.45,849.1,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,90.1,90.1,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,92.5,934.1,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,88.35,1222.8,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,74.45,74.45,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,89.35,89.35,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,84.5,453.75,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,70.3,235.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,90.8,1442.2,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,74.75,799.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
2,80.25,144.55,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
12,99.45,1200.15,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.6,70.6,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,81.0,389.6,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,84.85,523.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,94.0,1505.45,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,80.85,1008.7,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,89.45,853.1,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,79.9,741.7,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,84.65,84.65,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.55,69.55,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,88.85,929.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,79.7,586.05,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,84.6,84.6,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,84.85,415.55,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,69.05,651.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,73.65,73.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,84.35,474.9,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
8,84.95,668.4,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
11,73.85,926.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,79.4,1156.1,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,71.8,1167.8,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.15,70.15,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,69.2,477.55,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,81.1,81.1,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
14,78.85,1043.8,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,89.45,240.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,97.9,315.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,79.8,973.45,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,80.2,384.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,83.9,267.4,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.85,69.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
11,80.5,896.9,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,88.45,370.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,94.85,890.6,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,69.95,529.5,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
17,70.8,1207.0,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,75.5,220.6,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,74.75,229.5,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,74.85,485.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,96.65,1244.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,79.6,79.6,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,75.9,75.9,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,76.2,76.2,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
7,79.0,522.95,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.25,70.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,84.6,865.55,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,69.6,207.4,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
8,86.55,649.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,85.15,503.6,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,74.65,383.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,85.3,1219.85,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,75.7,75.7,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
11,78.1,864.85,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
4,97.95,384.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,80.5,463.05,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,71.35,71.35,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,89.4,1132.35,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
10,81.0,818.05,Month-to-month,Fiber optic,Credit card (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
13,70.15,916.75,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,96.5,1392.25,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
16,91.55,1540.05,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
3,70.25,229.7,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,69.65,69.65,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,89.3,89.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
15,96.3,1426.75,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,85.2,474.8,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
17,80.05,1345.65,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
5,81.3,416.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
6,85.95,514.6,Month-to-month,Fiber optic,Mailed check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
17,85.45,1451.6,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,71.0,71.0,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
9,85.05,746.5,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,70.3,70.3,Month-to-month,Fiber optic,Electronic check,0.8563406587077654,High Risk,Offer contract upgrade or retention discount
1,79.35,79.35,Month-to-month,Fiber optic,Bank transfer (automatic),0.8563406587077654,High Risk,Offer contract upgrade or retention discount
